,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,sex,Embarked_C,Embarked_Q,Embarked_S
355,1,2,0,29.0,1,0,26.0,0,0,0,1
356,1,2,0,27.0,0,0,10.5,0,0,0,1
357,0,3,1,61.0,0,0,6.2375,1,0,0,1
358,0,3,1,9.0,5,2,46.9,1,0,0,1
359,0,3,1,17.0,0,0,8.6625,1,0,0,1
360,0,1,1,65.0,0,0,26.55,1,0,0,1
361,0,3,1,34.0,1,1,14.4,1,0,0,1
362,1,3,1,4.0,1,1,11.1333,1,0,0,1
363,1,1,0,21.0,0,0,77.9583,0,0,0,1
364,0,2,1,50.0,0,0,13.0,1,0,0,1
365,0,1,1,37.0,1,0,53.1,1,0,0,1
366,1,1,0,35.0,0,0,135.6333,0,0,0,1
367,0,3,0,21.0,0,0,7.75,0,0,1,0
368,0,1,1,29.0,1,0,66.6,1,0,0,1
369,1,1,1,45.0,0,0,26.55,1,0,0,1
370,1,1,0,44.0,0,1,57.9792,0,1,0,0
371,0,2,1,33.0,0,0,12.275,1,0,0,1
372,0,2,1,51.0,0,0,12.525,1,0,0,1
373,0,3,1,70.5,0,0,7.75,1,0,1,0
374,1,2,0,30.0,0,0,13.0,0,0,0,1
375,0,3,1,21.0,0,0,7.25,1,0,0,1
376,1,1,0,63.0,1,0,77.9583,0,0,0,1
377,0,2,1,34.0,1,0,21.0,1,0,0,1
378,1,1,0,22.0,0,1,55.0,0,0,0,1
379,0,1,1,42.0,1,0,52.0,1,0,0,1
380,0,1,1,71.0,0,0,49.5042,1,1,0,0
381,0,3,0,2.0,3,2,27.9,0,0,0,1
382,0,1,1,58.0,0,0,29.7,1,1,0,0
383,0,2,1,18.0,0,0,73.5,1,0,0,1
384,1,2,0,29.0,0,0,10.5,0,0,0,1
385,0,2,1,36.0,0,0,10.5,1,0,0,1
386,0,2,1,24.0,2,0,73.5,1,0,0,1
387,0,1,1,56.0,0,0,30.6958,1,1,0,0
388,1,1,1,36.0,0,0,26.2875,1,0,0,1
389,0,1,1,24.0,0,0,79.2,1,1,0,0
390,1,1,0,48.0,1,0,39.6,0,1,0,0
391,0,3,1,21.0,0,0,7.925,1,0,0,1
392,1,1,0,24.0,3,2,263.0,0,0,0,1
393,0,3,0,18.0,0,0,6.75,0,0,1,0
394,0,2,1,39.0,0,0,13.0,1,0,0,1
395,0,3,0,14.0,0,0,7.8542,0,0,0,1
396,1,1,0,39.0,1,1,110.8833,0,1,0,0
397,0,3,1,23.0,0,0,7.8542,1,0,0,1
398,1,3,0,19.0,1,0,7.8542,0,0,0,1
399,0,2,1,21.0,0,0,73.5,1,0,0,1
400,0,2,1,34.0,0,0,13.0,1,0,0,1
401,0,1,0,25.0,1,2,151.55,0,0,0,1
402,0,3,1,15.0,1,1,7.2292,1,1,0,0
403,0,2,1,26.0,0,0,10.5,1,0,0,1
404,0,3,1,18.0,0,0,7.7958,1,0,0,1
405,1,3,0,38.0,1,5,31.3875,0,0,0,1
406,0,2,1,27.0,0,0,26.0,1,0,0,1
407,1,2,0,27.0,1,0,13.8583,0,1,0,0
408,0,2,1,30.0,0,0,13.0,1,0,0,1
409,1,2,0,36.0,1,0,26.0,0,0,0,1
410,1,2,0,54.0,1,3,23.0,0,0,0,1
411,1,2,0,24.0,0,0,13.0,0,0,0,1
412,1,2,0,19.0,1,0,26.0,0,0,0,1
413,1,1,0,49.0,0,0,25.9292,0,0,0,1
414,0,3,0,21.0,2,2,34.375,0,0,0,1
415,0,1,1,70.0,1,1,71.0,1,0,0,1
416,0,1,1,60.0,0,0,26.55,1,0,0,1
417,0,1,1,45.0,1,0,83.475,1,0,0,1
418,1,3,0,0.75,2,1,19.2583,0,1,0,0
419,0,2,1,52.0,0,0,13.0,1,0,0,1
420,1,2,0,8.0,0,2,26.25,0,0,0,1
421,1,3,1,20.0,1,1,15.7417,1,1,0,0
422,1,1,0,26.0,0,0,78.85,0,0,0,1
423,0,1,1,47.0,0,0,38.5,1,0,0,1
424,1,1,0,24.0,0,0,69.3,0,1,0,0
425,0,2,1,30.0,0,0,13.0,1,0,0,1
426,0,3,1,16.0,0,0,8.05,1,0,0,1
427,0,3,1,10.0,3,2,27.9,1,0,0,1
428,1,1,1,31.0,1,0,57.0,1,0,0,1
429,0,3,1,36.0,1,1,24.15,1,0,0,1
430,0,3,1,22.0,0,0,9.35,1,0,0,1
431,1,1,1,60.0,1,1,79.2,1,1,0,0
432,1,2,1,3.0,1,1,18.75,1,0,0,1
433,0,3,0,31.0,1,0,18.0,0,0,0,1
434,1,1,0,35.0,1,0,52.0,0,0,0,1
435,0,3,1,40.5,0,0,7.75,1,0,1,0
436,1,2,0,36.0,0,0,13.0,0,0,0,1
437,0,3,0,17.0,0,0,14.4583,0,1,0,0
438,0,3,1,26.0,1,0,7.8542,1,0,0,1
439,0,2,1,27.0,0,0,13.0,1,0,0,1
440,0,1,1,64.0,1,4,263.0,1,0,0,1
441,0,3,1,1.0,4,1,39.6875,1,0,0,1
442,0,3,1,24.0,1,0,16.1,1,0,0,1
443,0,3,1,20.0,0,0,9.8458,1,0,0,1
444,0,2,0,24.0,0,0,13.0,0,0,0,1
445,1,2,1,19.0,0,0,10.5,1,0,0,1
446,1,3,0,0.75,2,1,19.2583,0,1,0,0
447,0,3,1,25.0,0,0,7.8958,1,0,0,1
448,1,3,0,5.0,0,0,12.475,0,0,0,1
449,0,3,1,41.0,0,0,7.125,1,0,0,1
450,1,1,0,15.0,0,1,211.3375,0,0,0,1
451,1,2,0,23.0,0,0,13.7917,0,1,0,0
452,0,3,1,20.5,0,0,7.25,1,0,0,1
453,0,2,1,36.5,0,2,26.0,1,0,0,1
454,1,2,1,3.0,1,1,26.0,1,0,0,1
455,0,2,1,28.0,0,0,13.5,1,0,0,1
456,1,3,0,22.0,0,0,7.75,0,0,0,1
457,0,2,1,31.0,1,1,26.25,1,0,0,1
458,1,2,0,14.0,1,0,30.0708,0,1,0,0
459,0,3,0,8.0,3,1,21.075,0,0,0,1
460,1,2,1,2.0,1,1,26.0,1,0,0,1
461,0,3,1,18.0,0,0,7.75,1,0,0,1
462,0,3,0,43.0,1,6,46.9,0,0,0,1
463,0,3,0,39.0,0,5,29.125,0,0,1,0
464,1,3,1,45.0,0,0,8.05,1,0,0,1
465,0,3,1,30.0,0,0,7.225,1,1,0,0
466,1,2,0,35.0,0,0,21.0,0,0,0,1
467,0,2,1,54.0,1,0,26.0,1,0,0,1
468,0,2,0,38.0,0,0,13.0,0,0,0,1
469,0,3,1,47.0,0,0,7.25,1,0,0,1
470,0,3,1,18.0,0,0,7.775,1,0,0,1
471,0,3,1,36.0,0,0,7.4958,1,0,0,1
472,0,3,1,28.0,2,0,7.925,1,0,0,1
473,1,1,0,54.0,1,0,59.4,0,1,0,0
474,0,3,0,21.0,1,0,9.825,0,0,0,1
475,0,3,1,28.0,0,0,22.525,1,0,0,1
476,1,1,0,21.0,2,2,262.375,0,1,0,0
477,1,1,0,32.0,0,0,76.2917,0,1,0,0
478,0,2,1,34.0,0,0,13.0,1,0,0,1
479,1,3,0,26.0,0,0,7.925,0,0,0,1
480,0,3,1,19.0,0,0,7.65,1,0,0,1
481,0,3,1,31.0,0,0,7.775,1,0,0,1
482,1,3,1,32.0,0,0,56.4958,1,0,0,1
483,0,2,1,52.0,0,0,13.5,1,0,0,1
484,0,3,1,33.0,0,0,8.6542,1,0,0,1
485,0,3,0,2.0,0,1,10.4625,0,0,0,1
486,0,3,1,2.0,3,1,21.075,1,0,0,1
487,1,1,1,32.0,0,0,30.5,1,1,0,0
488,0,2,1,25.0,1,0,26.0,1,0,0,1
489,1,3,1,18.0,0,0,8.05,1,0,0,1
490,0,2,1,25.0,0,0,13.0,1,0,0,1
491,0,2,1,32.5,1,0,30.0708,1,1,0,0
492,1,3,0,18.0,0,1,9.35,0,0,0,1
493,0,3,1,19.0,0,0,8.1583,1,0,0,1
494,1,1,1,25.0,1,0,55.4417,1,1,0,0
495,1,2,1,62.0,0,0,10.5,1,0,0,1
496,1,1,1,26.0,0,0,30.0,1,1,0,0
497,1,2,1,42.0,0,0,13.0,1,0,0,1
498,0,2,1,37.0,1,0,26.0,1,0,0,1
499,0,2,1,19.0,0,0,13.0,1,0,0,1
500,0,3,1,20.0,0,0,7.8542,1,0,0,1
501,0,3,1,26.0,0,0,8.05,1,0,0,1
502,1,1,1,50.0,2,0,133.65,1,0,0,1
503,0,3,1,25.0,0,0,7.225,1,1,0,0
504,1,3,0,1.0,0,2,15.7417,0,1,0,0
505,1,1,0,24.0,0,0,83.1583,0,1,0,0
506,0,3,1,38.0,0,0,8.6625,1,0,0,1
507,1,2,0,22.0,1,1,29.0,0,0,0,1
508,0,3,1,20.0,0,0,7.925,1,0,0,1
509,1,2,1,34.0,0,0,13.0,1,0,0,1
510,0,1,1,40.0,0,0,0.0,1,0,0,1
511,0,2,1,36.0,0,0,13.0,1,0,0,1
512,1,1,0,23.0,1,0,113.275,0,1,0,0
513,0,3,0,41.0,0,2,20.2125,0,0,0,1
514,1,3,0,24.0,0,3,19.2583,0,1,0,0
515,1,3,0,4.0,0,2,22.025,0,0,0,1
516,0,2,1,54.0,0,0,14.0,1,0,0,1
517,0,2,1,59.0,0,0,13.5,1,0,0,1
518,0,3,1,23.0,0,0,9.225,1,0,0,1
519,0,3,1,8.0,4,1,29.125,1,0,1,0
520,0,3,1,25.0,1,0,17.8,1,0,0,1
521,0,2,1,23.0,0,0,13.0,1,0,0,1
522,0,3,1,44.0,0,0,8.05,1,0,0,1
523,0,3,1,55.5,0,0,8.05,1,0,0,1
524,0,3,1,40.0,0,0,7.8958,1,0,0,1
525,1,2,0,6.0,0,1,33.0,0,0,0,1
526,0,3,1,25.0,0,0,7.7417,1,0,1,0
527,1,2,0,28.0,1,0,24.0,0,1,0,0
528,0,3,1,59.0,0,0,7.25,1,0,0,1
529,1,1,1,37.0,1,1,52.5542,1,0,0,1
530,1,1,0,33.0,1,0,90.0,0,0,1,0
531,1,1,0,60.0,1,0,75.25,0,1,0,0
532,1,3,0,4.0,1,1,16.7,0,0,0,1
533,1,3,1,39.0,0,0,7.925,1,0,0,1
534,0,2,1,34.0,1,0,26.0,1,0,0,1
535,1,2,0,2.0,1,1,26.0,0,0,0,1
536,1,3,1,21.0,0,0,7.7958,1,0,0,1
537,0,2,1,60.0,1,1,39.0,1,0,0,1
538,0,3,0,3.0,3,1,21.075,0,0,0,1
539,0,2,1,23.0,0,0,13.0,1,0,0,1
540,0,3,1,26.0,0,0,7.8958,1,0,0,1
541,0,3,1,22.0,0,0,7.7958,1,0,0,1
542,0,2,1,43.0,1,1,26.25,1,0,0,1
543,1,1,1,36.0,0,1,512.3292,1,1,0,0
544,1,3,0,31.0,1,1,20.525,0,0,0,1
545,0,3,0,26.0,1,0,16.1,0,0,0,1
546,0,2,1,35.0,0,0,10.5,1,0,0,1
547,1,3,1,30.0,0,0,9.5,1,0,0,1
548,0,3,1,31.0,0,0,7.75,1,0,1,0
549,0,1,1,18.0,1,0,108.9,1,1,0,0
550,0,1,1,36.0,0,0,40.125,1,1,0,0
551,0,2,1,21.0,1,0,11.5,1,0,0,1
552,0,3,1,45.5,0,0,7.225,1,1,0,0
553,0,3,0,30.0,1,1,24.15,0,0,0,1
554,0,2,1,25.0,0,0,13.0,1,0,0,1
555,1,2,0,22.0,1,2,41.5792,0,1,0,0
556,0,2,1,32.0,0,0,10.5,1,0,0,1
557,0,3,1,22.0,0,0,7.125,1,0,0,1
558,1,3,0,19.0,0,0,7.8792,0,0,1,0
559,1,2,0,30.0,3,0,21.0,0,0,0,1
560,1,2,0,34.0,0,1,23.0,0,0,0,1
561,0,3,1,33.0,0,0,9.5,1,0,0,1
562,0,3,1,29.0,0,0,9.4833,1,0,0,1
563,0,1,1,61.0,0,0,32.3208,1,0,0,1
564,0,2,1,30.0,1,0,24.0,1,1,0,0
565,1,1,1,48.0,0,0,26.55,1,0,0,1
566,1,3,1,1.0,1,2,20.575,1,0,0,1
567,0,2,1,29.0,1,0,27.7208,1,1,0,0
568,0,3,0,39.0,1,5,31.275,0,0,0,1
569,1,1,0,30.0,0,0,106.425,0,1,0,0
570,0,3,0,47.0,1,0,14.5,0,0,0,1
571,0,3,1,14.0,4,1,39.6875,1,0,0,1
572,0,3,1,23.0,0,0,7.8958,1,0,0,1
573,0,3,1,40.0,1,4,27.9,1,0,0,1
574,0,3,1,29.0,0,0,8.05,1,0,0,1
575,1,1,0,44.0,0,0,27.7208,0,1,0,0
576,1,1,1,27.0,0,0,30.5,1,0,0,1
577,0,3,1,33.0,1,1,20.525,1,0,0,1
578,1,3,0,33.0,3,0,15.85,0,0,0,1
579,0,2,1,27.0,0,0,13.0,1,0,0,1
580,1,2,0,34.0,0,0,10.5,0,0,0,1
581,0,3,0,9.0,2,2,34.375,0,0,0,1
582,1,1,1,35.0,0,0,26.55,1,1,0,0
583,0,3,1,25.0,0,0,7.25,1,0,0,1
584,1,2,0,55.0,0,0,16.0,0,0,0,1
585,0,3,1,42.0,0,1,8.4042,1,0,0,1
586,1,1,0,49.0,1,0,76.7292,0,1,0,0
587,0,3,1,22.0,0,0,7.8958,1,0,0,1
588,1,2,0,19.0,0,0,26.0,0,0,0,1
589,1,2,0,36.0,0,0,13.0,0,0,0,1
590,0,3,1,34.5,0,0,6.4375,1,1,0,0
591,0,3,1,50.0,0,0,8.05,1,0,0,1
592,1,1,1,51.0,0,0,26.55,1,0,0,1
593,1,2,0,33.0,1,2,27.75,0,0,0,1
594,0,2,1,35.0,0,0,26.0,1,0,0,1
595,0,2,1,44.0,1,0,26.0,1,0,0,1
596,1,3,0,18.0,0,0,7.4958,0,0,0,1
597,0,3,1,30.5,0,0,8.05,1,0,0,1
598,1,3,0,63.0,0,0,9.5875,0,0,0,1
599,1,1,1,4.0,0,2,81.8583,1,0,0,1
600,0,3,1,20.0,0,0,7.05,1,0,0,1
601,1,1,1,17.0,0,2,110.8833,1,1,0,0
602,0,3,1,21.0,0,0,8.6625,1,0,0,1
603,1,1,0,30.0,0,0,86.5,0,0,0,1
604,0,3,1,7.0,4,1,29.125,1,0,1,0
605,0,3,1,26.0,0,0,7.775,1,0,0,1
606,1,1,0,33.0,1,0,53.1,0,0,0,1
607,0,3,1,17.0,1,0,7.0542,1,0,0,1
608,0,3,0,28.0,1,1,14.4,0,0,0,1
609,0,2,1,31.0,1,1,37.0042,1,1,0,0
610,1,3,0,4.0,0,1,13.4167,0,1,0,0
611,1,3,1,29.0,0,0,9.5,1,0,0,1
612,0,3,1,28.5,0,0,16.1,1,0,0,1
613,1,2,0,50.0,0,0,10.5,0,0,0,1
614,1,1,0,36.0,0,0,135.6333,0,1,0,0
615,0,3,1,20.0,0,0,9.225,1,0,0,1
616,1,2,0,28.0,0,0,12.65,0,0,0,1
617,0,3,0,31.0,0,0,7.8542,0,0,0,1
618,0,1,1,37.0,0,1,29.7,1,1,0,0
619,1,3,1,3.0,4,2,31.3875,1,0,0,1
620,0,3,1,38.0,0,0,7.8958,1,0,0,1
621,1,2,0,34.0,0,0,13.0,0,0,0,1
622,0,3,1,33.0,0,0,7.775,1,0,0,1
623,1,2,0,28.0,0,0,13.0,0,0,0,1
624,0,3,0,20.0,0,0,8.6625,0,0,0,1
625,0,2,0,44.0,1,0,26.0,0,0,0,1
626,0,1,1,46.0,0,0,79.2,1,1,0,0
627,0,3,1,30.0,0,0,8.05,1,0,0,1
628,0,3,1,16.0,1,3,34.375,1,0,0,1
629,0,3,0,9.0,3,2,27.9,0,0,0,1
630,1,3,1,44.0,0,0,7.925,1,0,0,1
631,1,2,0,18.0,0,2,13.0,0,0,0,1
632,0,3,1,48.0,0,0,7.8542,1,0,0,1
633,0,1,1,65.0,0,1,61.9792,1,1,0,0
634,0,3,0,32.0,1,1,15.5,0,0,1,0
635,0,3,1,33.0,0,0,7.8958,1,1,0,0
636,0,3,1,19.0,0,0,7.8958,1,0,0,1
637,0,1,1,21.0,0,1,77.2875,1,0,0,1
638,1,1,0,24.0,0,0,69.3,0,1,0,0
639,0,2,1,31.0,0,0,10.5,1,0,0,1
640,1,3,0,15.0,1,0,14.4542,0,1,0,0
641,1,1,0,16.0,0,1,57.9792,0,1,0,0
642,1,3,0,16.0,0,0,7.75,0,0,1,0
643,0,1,1,49.0,1,1,110.8833,1,1,0,0
644,1,1,0,39.0,1,0,55.9,0,0,0,1
645,1,1,0,31.0,0,2,164.8667,0,0,0,1
646,0,3,1,24.0,0,0,8.05,1,0,0,1
647,1,3,1,26.0,0,0,18.7875,1,1,0,0
648,0,3,0,28.0,0,0,7.8958,0,0,0,1
649,0,3,1,24.0,0,0,9.5,1,0,0,1
650,0,1,0,50.0,0,0,28.7125,0,1,0,0
651,0,3,1,40.0,0,0,7.225,1,1,0,0
652,1,1,0,42.0,0,0,227.525,0,1,0,0
653,1,1,1,23.0,0,1,63.3583,1,1,0,0
654,1,1,0,31.0,1,0,113.275,0,1,0,0
655,0,3,0,18.0,1,0,17.8,0,0,0,1
656,0,1,1,31.0,1,0,52.0,1,0,0,1
657,0,3,1,51.0,0,0,7.75,1,0,0,1
658,0,2,1,19.0,1,1,36.75,1,0,0,1
659,0,3,1,30.0,0,0,8.05,1,0,0,1
660,0,3,1,29.0,0,0,7.875,1,0,0,1
661,0,3,1,25.0,0,0,7.05,1,0,0,1
662,0,3,1,16.0,1,1,20.25,1,0,0,1
663,1,3,1,27.0,0,0,8.6625,1,0,0,1
664,1,3,0,17.0,4,2,7.925,0,0,0,1
665,0,3,1,30.0,0,0,7.25,1,0,0,1
666,0,3,0,30.0,0,0,8.6625,0,0,0,1
667,1,2,0,21.0,0,0,10.5,0,0,0,1
668,1,2,1,8.0,1,1,36.75,1,0,0,1
669,1,1,1,35.0,0,0,26.2875,1,0,0,1
670,1,2,0,5.0,1,2,27.75,0,0,0,1
671,0,3,0,10.0,0,2,24.15,0,0,0,1
672,0,3,1,28.0,0,0,7.8958,1,0,0,1
673,1,3,1,31.0,0,0,7.925,1,0,0,1
674,0,3,1,44.0,0,0,8.05,1,0,0,1
675,1,2,1,31.0,0,0,13.0,1,0,0,1
676,1,1,0,23.0,3,2,263.0,0,0,0,1
677,1,1,0,30.0,0,0,93.5,0,0,0,1
678,1,1,0,16.0,0,0,86.5,0,0,0,1
679,0,3,1,22.0,0,0,9.0,1,0,0,1
680,1,1,0,52.0,1,0,78.2667,0,1,0,0
681,0,1,1,39.0,0,0,0.0,1,0,0,1
682,0,2,1,32.0,2,0,73.5,1,0,0,1
683,0,1,1,54.0,0,1,77.2875,1,0,0,1
684,0,3,1,26.0,1,2,20.575,1,0,0,1
685,1,1,0,39.0,1,1,83.1583,0,1,0,0
686,0,3,1,28.0,1,0,15.85,1,0,0,1
687,1,3,1,0.42,0,1,8.5167,1,1,0,0
688,1,1,0,35.0,1,0,53.1,0,0,0,1
689,0,2,1,57.0,0,0,12.35,1,0,1,0
690,1,3,0,35.0,1,1,20.25,0,0,0,1
691,0,2,1,30.0,0,0,10.5,1,0,0,1
692,0,3,1,20.0,0,0,9.5,1,0,0,1
693,1,1,0,40.0,0,0,153.4625,0,0,0,1
694,0,1,1,62.0,0,0,26.55,1,0,0,1
695,0,3,1,28.0,0,0,56.4958,1,0,0,1
696,1,3,0,22.0,0,0,7.75,0,0,1,0
697,0,3,1,11.0,5,2,46.9,1,0,0,1
698,0,3,1,25.0,0,0,7.05,1,0,0,1
699,0,3,1,47.0,0,0,9.0,1,0,0,1
700,0,3,0,22.0,0,0,9.8375,0,0,0,1
701,0,2,1,42.0,1,0,27.0,1,0,0,1
702,0,2,1,23.0,0,0,10.5,1,0,0,1
703,0,3,1,28.0,0,0,7.8958,1,0,0,1
704,0,3,1,26.0,2,0,8.6625,1,0,0,1
705,0,3,1,22.0,0,0,7.25,1,0,0,1
706,0,1,1,44.0,2,0,90.0,1,0,1,0
707,0,3,1,30.0,0,0,7.2292,1,1,0,0
708,0,3,1,22.0,0,0,7.5208,1,0,0,1
709,0,3,1,19.0,0,0,7.8958,1,0,0,1
710,1,2,0,4.0,2,1,39.0,0,0,0,1
711,0,3,1,22.0,0,0,8.05,1,0,0,1
